sample_index,relative_path,method,reviewer_id,visually_plausible,obvious_artifact,artifact_type,review_scope,item_verdict,rating_source,output_resolved,provenance_class,independent,automated_assistance
379,day1/members/cathal/14_0490.webp,reverse_personalization,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.097_delta=0.025,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/cathal/14_0490.webp,heuristic_or_automatically_generated,no,yes
380,day1/members/florian/15_0199.webp,reverse_personalization,author,1,0,none,expanded_structured_visual_review,PASS,author_residual_edge=0.054_delta=0.034,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/florian/15_0199.webp,heuristic_or_automatically_generated,no,yes
380,day1/members/florian/15_0199.webp,reverse_personalization,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.054_delta=0.034,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/florian/15_0199.webp,heuristic_or_automatically_generated,no,yes
381,day1/members/klaus/10_0063.webp,reverse_personalization,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.011_delta=0.008,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/klaus/10_0063.webp,heuristic_or_automatically_generated,no,yes
381,day1/members/klaus/10_0063.webp,reverse_personalization,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.011_delta=0.008,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/klaus/10_0063.webp,heuristic_or_automatically_generated,no,yes
382,day1/members/luca/11_0691.webp,reverse_personalization,author,1,0,none,expanded_structured_visual_review,PASS,author_residual_edge=0.042_delta=0.031,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/luca/11_0691.webp,heuristic_or_automatically_generated,no,yes
382,day1/members/luca/11_0691.webp,reverse_personalization,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.042_delta=0.031,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/luca/11_0691.webp,heuristic_or_automatically_generated,no,yes
383,day1/members/onanong/10_0201.webp,reverse_personalization,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.056_delta=0.030,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/onanong/10_0201.webp,heuristic_or_automatically_generated,no,yes
383,day1/members/onanong/10_0201.webp,reverse_personalization,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.056_delta=0.030,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/onanong/10_0201.webp,heuristic_or_automatically_generated,no,yes
384,day1/members/onanong/19_0481.webp,reverse_personalization,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.034_delta=0.002,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/onanong/19_0481.webp,heuristic_or_automatically_generated,no,yes
384,day1/members/onanong/19_0481.webp,reverse_personalization,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.034_delta=0.002,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/onanong/19_0481.webp,heuristic_or_automatically_generated,no,yes
385,day1/members/stevan/19_0205.webp,reverse_personalization,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.045_delta=0.002,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/stevan/19_0205.webp,heuristic_or_automatically_generated,no,yes
385,day1/members/stevan/19_0205.webp,reverse_personalization,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.045_delta=0.002,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/stevan/19_0205.webp,heuristic_or_automatically_generated,no,yes
386,day1/members/tien/19_0050.webp,reverse_personalization,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.021_delta=0.004,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/tien/19_0050.webp,heuristic_or_automatically_generated,no,yes
386,day1/members/tien/19_0050.webp,reverse_personalization,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.021_delta=0.004,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/tien/19_0050.webp,heuristic_or_automatically_generated,no,yes
387,day1/members/werner/15_0312.webp,reverse_personalization,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.018_delta=0.002,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/werner/15_0312.webp,heuristic_or_automatically_generated,no,yes
387,day1/members/werner/15_0312.webp,reverse_personalization,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.018_delta=0.002,outputs/03_anonymisation/05_reverse_personalization/images/day1/members/werner/15_0312.webp,heuristic_or_automatically_generated,no,yes
388,day2/members/allie/13_0355.webp,reverse_personalization,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.057_delta=0.003,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/allie/13_0355.webp,heuristic_or_automatically_generated,no,yes
388,day2/members/allie/13_0355.webp,reverse_personalization,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.057_delta=0.003,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/allie/13_0355.webp,heuristic_or_automatically_generated,no,yes
389,day2/members/bjorn/16_0632.webp,reverse_personalization,author,1,0,none,expanded_structured_visual_review,PASS,author_residual_edge=0.065_delta=0.037,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/bjorn/16_0632.webp,heuristic_or_automatically_generated,no,yes
389,day2/members/bjorn/16_0632.webp,reverse_personalization,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.065_delta=0.037,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/bjorn/16_0632.webp,heuristic_or_automatically_generated,no,yes
390,day2/members/cathal/14_0185.webp,reverse_personalization,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.040_delta=0.021,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/cathal/14_0185.webp,heuristic_or_automatically_generated,no,yes
390,day2/members/cathal/14_0185.webp,reverse_personalization,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.040_delta=0.021,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/cathal/14_0185.webp,heuristic_or_automatically_generated,no,yes
391,day2/members/florian/14_0042.webp,reverse_personalization,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.050_delta=0.003,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/florian/14_0042.webp,heuristic_or_automatically_generated,no,yes
391,day2/members/florian/14_0042.webp,reverse_personalization,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.050_delta=0.003,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/florian/14_0042.webp,heuristic_or_automatically_generated,no,yes
392,day2/members/klaus/12_0153.webp,reverse_personalization,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.021_delta=0.002,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/klaus/12_0153.webp,heuristic_or_automatically_generated,no,yes
392,day2/members/klaus/12_0153.webp,reverse_personalization,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.021_delta=0.002,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/klaus/12_0153.webp,heuristic_or_automatically_generated,no,yes
393,day2/members/luca/11_0416.webp,reverse_personalization,author,1,0,none,expanded_structured_visual_review,PASS,author_residual_edge=0.030_delta=0.036,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/luca/11_0416.webp,heuristic_or_automatically_generated,no,yes
393,day2/members/luca/11_0416.webp,reverse_personalization,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.030_delta=0.036,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/luca/11_0416.webp,heuristic_or_automatically_generated,no,yes
394,day2/members/onanong/10_0373.webp,reverse_personalization,author,1,0,none,expanded_structured_visual_review,PASS,author_residual_edge=0.031_delta=0.039,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/onanong/10_0373.webp,heuristic_or_automatically_generated,no,yes
394,day2/members/onanong/10_0373.webp,reverse_personalization,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.031_delta=0.039,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/onanong/10_0373.webp,heuristic_or_automatically_generated,no,yes
395,day2/members/stevan/10_0281.webp,reverse_personalization,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.047_delta=0.014,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/stevan/10_0281.webp,heuristic_or_automatically_generated,no,yes
395,day2/members/stevan/10_0281.webp,reverse_personalization,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.047_delta=0.014,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/stevan/10_0281.webp,heuristic_or_automatically_generated,no,yes
396,day2/members/tien/19_0512.webp,reverse_personalization,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.012_delta=0.015,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/tien/19_0512.webp,heuristic_or_automatically_generated,no,yes
396,day2/members/tien/19_0512.webp,reverse_personalization,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.012_delta=0.015,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/tien/19_0512.webp,heuristic_or_automatically_generated,no,yes
397,day2/members/werner/18_0289.webp,reverse_personalization,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.048_delta=0.001,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/werner/18_0289.webp,heuristic_or_automatically_generated,no,yes
397,day2/members/werner/18_0289.webp,reverse_personalization,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.048_delta=0.001,outputs/03_anonymisation/05_reverse_personalization/images/day2/members/werner/18_0289.webp,heuristic_or_automatically_generated,no,yes
398,day3/members/allie/12_0712.webp,reverse_personalization,author,0,1,geometry_or_expression_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.140_delta=0.002,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/allie/12_0712.webp,heuristic_or_automatically_generated,no,yes
398,day3/members/allie/12_0712.webp,reverse_personalization,partner,0,1,geometry_or_expression_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.140_delta=0.002,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/allie/12_0712.webp,heuristic_or_automatically_generated,no,yes
399,day3/members/bjorn/12_0362.webp,reverse_personalization,author,0,1,geometry_or_expression_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.157_delta=0.003,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/bjorn/12_0362.webp,heuristic_or_automatically_generated,no,yes
399,day3/members/bjorn/12_0362.webp,reverse_personalization,partner,0,1,geometry_or_expression_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.157_delta=0.003,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/bjorn/12_0362.webp,heuristic_or_automatically_generated,no,yes
400,day3/members/cathal/11_0064.webp,reverse_personalization,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.022_delta=0.012,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/cathal/11_0064.webp,heuristic_or_automatically_generated,no,yes
400,day3/members/cathal/11_0064.webp,reverse_personalization,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.022_delta=0.012,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/cathal/11_0064.webp,heuristic_or_automatically_generated,no,yes
401,day3/members/florian/14_0452.webp,reverse_personalization,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.048_delta=0.023,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/florian/14_0452.webp,heuristic_or_automatically_generated,no,yes
401,day3/members/florian/14_0452.webp,reverse_personalization,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.048_delta=0.023,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/florian/14_0452.webp,heuristic_or_automatically_generated,no,yes
402,day3/members/klaus/09_0194.webp,reverse_personalization,author,1,0,none,expanded_structured_visual_review,PASS,author_residual_edge=0.025_delta=0.047,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/klaus/09_0194.webp,heuristic_or_automatically_generated,no,yes
402,day3/members/klaus/09_0194.webp,reverse_personalization,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.025_delta=0.047,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/klaus/09_0194.webp,heuristic_or_automatically_generated,no,yes
403,day3/members/luca/10_0668.webp,reverse_personalization,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.043_delta=0.024,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/luca/10_0668.webp,heuristic_or_automatically_generated,no,yes
403,day3/members/luca/10_0668.webp,reverse_personalization,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.043_delta=0.024,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/luca/10_0668.webp,heuristic_or_automatically_generated,no,yes
404,day3/members/luca/19_0582.webp,reverse_personalization,author,0,1,geometry_or_expression_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.135_delta=0.001,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/luca/19_0582.webp,heuristic_or_automatically_generated,no,yes
404,day3/members/luca/19_0582.webp,reverse_personalization,partner,0,1,geometry_or_expression_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.135_delta=0.001,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/luca/19_0582.webp,heuristic_or_automatically_generated,no,yes
405,day3/members/onanong/16_0351.webp,reverse_personalization,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.022_delta=0.003,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/onanong/16_0351.webp,heuristic_or_automatically_generated,no,yes
405,day3/members/onanong/16_0351.webp,reverse_personalization,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.022_delta=0.003,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/onanong/16_0351.webp,heuristic_or_automatically_generated,no,yes
406,day3/members/stevan/20_0682.webp,reverse_personalization,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.110_delta=0.039,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/stevan/20_0682.webp,heuristic_or_automatically_generated,no,yes
406,day3/members/stevan/20_0682.webp,reverse_personalization,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.110_delta=0.039,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/stevan/20_0682.webp,heuristic_or_automatically_generated,no,yes
407,day3/members/tien/20_0155.webp,reverse_personalization,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.110_delta=0.020,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/tien/20_0155.webp,heuristic_or_automatically_generated,no,yes
407,day3/members/tien/20_0155.webp,reverse_personalization,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.110_delta=0.020,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/tien/20_0155.webp,heuristic_or_automatically_generated,no,yes
408,day3/members/werner/17_0301.webp,reverse_personalization,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.111_delta=0.051,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/werner/17_0301.webp,heuristic_or_automatically_generated,no,yes
408,day3/members/werner/17_0301.webp,reverse_personalization,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.111_delta=0.051,outputs/03_anonymisation/05_reverse_personalization/images/day3/members/werner/17_0301.webp,heuristic_or_automatically_generated,no,yes
409,day4/members/allie/13_0245.webp,reverse_personalization,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.028_delta=0.016,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/allie/13_0245.webp,heuristic_or_automatically_generated,no,yes
409,day4/members/allie/13_0245.webp,reverse_personalization,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.028_delta=0.016,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/allie/13_0245.webp,heuristic_or_automatically_generated,no,yes
410,day4/members/bjorn/08_0088.webp,reverse_personalization,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.025_delta=0.001,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/bjorn/08_0088.webp,heuristic_or_automatically_generated,no,yes
410,day4/members/bjorn/08_0088.webp,reverse_personalization,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.025_delta=0.001,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/bjorn/08_0088.webp,heuristic_or_automatically_generated,no,yes
411,day4/members/cathal/09_0426.webp,reverse_personalization,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.052_delta=0.003,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/cathal/09_0426.webp,heuristic_or_automatically_generated,no,yes
411,day4/members/cathal/09_0426.webp,reverse_personalization,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.052_delta=0.003,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/cathal/09_0426.webp,heuristic_or_automatically_generated,no,yes
412,day4/members/florian/11_0372.webp,reverse_personalization,author,1,0,none,expanded_structured_visual_review,PASS,author_residual_edge=0.038_delta=0.039,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/florian/11_0372.webp,heuristic_or_automatically_generated,no,yes
412,day4/members/florian/11_0372.webp,reverse_personalization,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.038_delta=0.039,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/florian/11_0372.webp,heuristic_or_automatically_generated,no,yes
413,day4/members/klaus/14_0702.webp,reverse_personalization,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.092_delta=0.002,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/klaus/14_0702.webp,heuristic_or_automatically_generated,no,yes
413,day4/members/klaus/14_0702.webp,reverse_personalization,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.092_delta=0.002,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/klaus/14_0702.webp,heuristic_or_automatically_generated,no,yes
414,day4/members/luca/18_0590.webp,reverse_personalization,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.053_delta=0.023,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/luca/18_0590.webp,heuristic_or_automatically_generated,no,yes
414,day4/members/luca/18_0590.webp,reverse_personalization,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.053_delta=0.023,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/luca/18_0590.webp,heuristic_or_automatically_generated,no,yes
415,day4/members/stevan/11_0074.webp,reverse_personalization,author,1,0,none,expanded_structured_visual_review,PASS,author_residual_edge=0.050_delta=0.045,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/stevan/11_0074.webp,heuristic_or_automatically_generated,no,yes
415,day4/members/stevan/11_0074.webp,reverse_personalization,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.050_delta=0.045,outputs/03_anonymisation/05_reverse_personalization/images/day4/members/stevan/11_0074.webp,heuristic_or_automatically_generated,no,yes
416,08_0189.webp,fams,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.012_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/08_0189.webp,heuristic_or_automatically_generated,no,yes
416,08_0189.webp,fams,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.012_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/08_0189.webp,heuristic_or_automatically_generated,no,yes
417,08_0490.webp,fams,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.020_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/08_0490.webp,heuristic_or_automatically_generated,no,yes
417,08_0490.webp,fams,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.020_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/08_0490.webp,heuristic_or_automatically_generated,no,yes
418,09_0230.webp,fams,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.023_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/09_0230.webp,heuristic_or_automatically_generated,no,yes
418,09_0230.webp,fams,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.023_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/09_0230.webp,heuristic_or_automatically_generated,no,yes
419,10_0065.webp,fams,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.052_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/10_0065.webp,heuristic_or_automatically_generated,no,yes
419,10_0065.webp,fams,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.052_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/10_0065.webp,heuristic_or_automatically_generated,no,yes
420,10_0122.webp,fams,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.028_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/10_0122.webp,heuristic_or_automatically_generated,no,yes
420,10_0122.webp,fams,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.028_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/10_0122.webp,heuristic_or_automatically_generated,no,yes
421,10_0130.webp,fams,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.042_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/10_0130.webp,heuristic_or_automatically_generated,no,yes
421,10_0130.webp,fams,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.042_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/10_0130.webp,heuristic_or_automatically_generated,no,yes
422,10_0212.webp,fams,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.066_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/10_0212.webp,heuristic_or_automatically_generated,no,yes
422,10_0212.webp,fams,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.066_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/10_0212.webp,heuristic_or_automatically_generated,no,yes
423,10_0311.webp,fams,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.016_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/10_0311.webp,heuristic_or_automatically_generated,no,yes
423,10_0311.webp,fams,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.016_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/10_0311.webp,heuristic_or_automatically_generated,no,yes
424,10_0320.webp,fams,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.032_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/10_0320.webp,heuristic_or_automatically_generated,no,yes
424,10_0320.webp,fams,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.032_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/10_0320.webp,heuristic_or_automatically_generated,no,yes
425,10_0357.webp,fams,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.067_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/10_0357.webp,heuristic_or_automatically_generated,no,yes
425,10_0357.webp,fams,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.067_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/10_0357.webp,heuristic_or_automatically_generated,no,yes
426,10_0473.webp,fams,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.032_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/10_0473.webp,heuristic_or_automatically_generated,no,yes
426,10_0473.webp,fams,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.032_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/10_0473.webp,heuristic_or_automatically_generated,no,yes
427,10_0483.webp,fams,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.060_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/10_0483.webp,heuristic_or_automatically_generated,no,yes
427,10_0483.webp,fams,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.060_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/10_0483.webp,heuristic_or_automatically_generated,no,yes
428,10_0490.webp,fams,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.055_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/10_0490.webp,heuristic_or_automatically_generated,no,yes
428,10_0490.webp,fams,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.055_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/10_0490.webp,heuristic_or_automatically_generated,no,yes
429,10_0529.webp,fams,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.008_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/10_0529.webp,heuristic_or_automatically_generated,no,yes
429,10_0529.webp,fams,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.008_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/10_0529.webp,heuristic_or_automatically_generated,no,yes
430,10_0698.webp,fams,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.021_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/10_0698.webp,heuristic_or_automatically_generated,no,yes
